,지점,일시,풍속(m/s),풍향(deg),기온(°C),수온(°C),강수량(mm),적조발생(실측),적조발생(조건)
42534,울산,2022-06-22 4:00,1.7,260,24,22.7,0,0,0
42535,울산,2022-06-22 5:00,1.4,179,23.4,22.8,0,0,0
42536,울산,2022-06-22 6:00,3.2,165,23.7,22.6,0,0,0
42537,울산,2022-06-22 7:00,3.8,186,23.7,22.5,0,0,0
42538,울산,2022-06-22 8:00,4.3,204,23.7,22.5,0,0,0
42539,울산,2022-06-22 9:00,5.6,215,23.8,22.5,0,0,0
42540,울산,2022-06-22 10:00,5.9,219,23.8,22.5,0,0,0
42541,울산,2022-06-22 11:00,7.2,226,24.1,22.7,0,0,0
42542,울산,2022-06-22 12:00,6.7,218,24.2,22.7,0,0,0
42543,울산,2022-06-22 13:00,7.8,226,24.2,23.1,0,0,0
42544,울산,2022-06-22 14:00,9.7,223,24.3,23.1,0,0,0
42545,울산,2022-06-22 15:00,9.3,225,24.4,23.4,0,0,0
42546,울산,2022-06-22 16:00,9,227,24.4,23.5,0,0,0
42547,울산,2022-06-22 17:00,9.7,222,24.3,23.7,0,0,0
42548,울산,2022-06-22 19:00,10.9,223,23.9,23.7,0,0,0
42549,울산,2022-06-22 20:00,10.1,224,23.9,23.4,0,0,0
42550,울산,2022-06-22 21:00,9.3,230,24.2,23.3,0,0,0
42551,울산,2022-06-22 22:00,9.2,230,23.6,23.3,0,0,0
42552,울산,2022-06-22 23:00,9.4,224,24.2,23.2,0,0,0
42553,울산,2022-06-23 0:00,11.5,228,23.6,23.2,0,0,0
42554,울산,2022-06-23 1:00,8.7,233,23.9,23.2,0,0,0
42555,울산,2022-06-23 2:00,9.1,235,23.8,23.2,0,0,0
42556,울산,2022-06-23 3:00,5.6,246,23.5,23.2,0,0,0
42557,울산,2022-06-23 4:00,4.8,231,23.5,23.2,0,0,0
42558,울산,2022-06-23 5:00,3.2,230,23.5,23.1,0,0,0
42559,울산,2022-06-23 6:00,6.5,223,23.8,23.2,0,0,0
42560,울산,2022-06-23 7:00,5.6,214,23.8,23.2,0,0,0
42561,울산,2022-06-23 8:00,6.9,205,23.9,23.2,0,0,0
42562,울산,2022-06-23 9:00,7.6,209,24.5,23.2,0,0,0
42563,울산,2022-06-23 10:00,7.3,215,24.4,23.1,0,0,0
42564,울산,2022-06-23 11:00,9.7,217,24.6,23,0,0,0
42565,울산,2022-06-23 12:00,7.5,215,24.3,23.1,0,0,0
42566,울산,2022-06-23 13:00,9.1,222,24.1,23.1,0,0,0
42567,울산,2022-06-23 14:00,10.5,220,24.1,23.2,0,0,0
42568,울산,2022-06-23 15:00,11,223,24,23.1,0,0,0
42569,울산,2022-06-23 16:00,11.7,221,24.6,23.1,0,0,0
42570,울산,2022-06-23 17:00,13.4,226,25,23.1,0,0,0
42571,울산,2022-06-23 18:00,13.8,221,25.1,23,0,0,0
42572,울산,2022-06-23 19:00,12.7,223,24.5,22.9,0,0,0
42573,울산,2022-06-23 20:00,13.5,222,24.6,23.2,0,0,0
42574,울산,2022-06-23 21:00,13.9,221,24.9,23.1,0,0,0
42575,울산,2022-06-23 22:00,13.4,224,25.5,23,0,0,0
42576,울산,2022-06-23 23:00,14.7,228,25.6,22.8,0,0,0
42577,울산,2022-06-24 0:00,13.9,229,25,22.8,0,0,0
42578,울산,2022-06-24 1:00,12.8,223,25,22.7,0,0,0
42579,울산,2022-06-24 2:00,10.4,215,24.8,22.6,0,0,0
42580,울산,2022-06-24 3:00,12.6,222,25.3,22.4,0,0,0
42581,울산,2022-06-24 4:00,15.1,221,25.2,22.3,0,0,0
42582,울산,2022-06-24 5:00,15.3,222,23.4,22.4,3.5,0,3.5
42583,울산,2022-06-24 6:00,15.4,228,24,22.5,1,0,1
42584,울산,2022-06-24 7:00,12.9,229,23.5,22.5,0,0,0
42585,울산,2022-06-24 8:00,14.8,222,23.8,22.6,0,0,0
42586,울산,2022-06-24 9:00,15.1,223,24,22.7,0,0,0
42587,울산,2022-06-24 10:00,13.5,223,23.8,22.7,0.5,0,0.5
42588,울산,2022-06-24 11:00,13.2,223,23,22.7,0,0,0
42589,울산,2022-06-24 12:00,12.1,235,22.9,22.7,0,0,0
42590,울산,2022-06-24 13:00,12.7,232,23.7,22.6,0,0,0
42591,울산,2022-06-24 14:00,11.7,237,22.9,22.6,0,0,0
42592,울산,2022-06-24 15:00,11.2,231,22.4,22.6,0,0,0
42593,울산,2022-06-24 16:00,11,231,22.8,22.6,0,0,0
42594,울산,2022-06-24 17:00,12.6,229,23.2,22.6,0,0,0
42595,울산,2022-06-24 18:00,11.8,233,22.5,22.5,0,0,0
42596,울산,2022-06-24 19:00,10.9,231,22.5,22.2,0,0,0
42597,울산,2022-06-24 20:00,11.8,243,22.8,22.2,0,0,0
42598,울산,2022-06-24 21:00,12.7,240,22.9,22.3,0,0,0
42599,울산,2022-06-24 22:00,12.7,248,22.8,22.4,0,0,0
42600,울산,2022-06-24 23:00,12.2,243,22.4,22.2,0,0,0
42601,울산,2022-06-25 0:00,11.3,249,22.4,22,0,0,0
42602,울산,2022-06-25 1:00,11.8,247,21.8,21.8,0,0,0
42603,울산,2022-06-25 2:00,11.7,245,22.6,21.6,0,0,0
42604,울산,2022-06-25 3:00,10.7,245,21.8,21.5,0,0,0
42605,울산,2022-06-25 4:00,9.4,246,22.7,21.5,0,0,0
42606,울산,2022-06-25 5:00,7.9,239,22.2,21.5,0,0,0
42607,울산,2022-06-25 6:00,10.1,233,22.6,21.4,0,0,0
42608,울산,2022-06-25 7:00,9.3,242,22.8,21.2,0,0,0
42609,울산,2022-06-25 8:00,10.2,237,22.4,21.1,0,0,0
42610,울산,2022-06-25 9:00,9.6,244,22.2,21,0,0,0
42611,울산,2022-06-25 10:00,9,234,22.5,20.9,0,0,0
42612,울산,2022-06-25 11:00,7,231,22.9,20.8,0,0,0
42613,울산,2022-06-25 12:00,7.7,222,22.5,20.6,0,0,0
42614,울산,2022-06-25 13:00,8.1,225,23.4,20.5,0,0,0
42615,울산,2022-06-25 14:00,5.7,203,23.3,20.5,0,0,0
42616,울산,2022-06-25 15:00,9.9,202,23.4,20.4,0,0,0
42617,울산,2022-06-25 16:00,9.7,204,23.7,20.4,0,0,0
42618,울산,2022-06-25 17:00,10.2,219,24.8,20.4,0,0,0
42619,울산,2022-06-25 18:00,7.6,219,23.9,20.4,0,0,0
42620,울산,2022-06-25 19:00,10,198,23.6,20.4,0,0,0
42621,울산,2022-06-25 20:00,12.3,209,23,20.4,0,0,0
42622,울산,2022-06-25 21:00,10.7,214,24,20.5,0,0,0
42623,울산,2022-06-25 22:00,11.8,231,23.7,20.5,0,0,0
42624,울산,2022-06-25 23:00,10.7,231,24,20.3,0,0,0
42625,울산,2022-06-26 0:00,12.1,229,24,20.2,0,0,0
42626,울산,2022-06-26 1:00,11.4,239,23.9,20.4,0,0,0
42627,울산,2022-06-26 2:00,9.6,231,23.9,20.5,0,0,0
42628,울산,2022-06-26 3:00,9.6,236,23.6,20.5,0,0,0
42629,울산,2022-06-26 4:00,9.5,223,23.7,20.6,0,0,0
42630,울산,2022-06-26 5:00,10.6,223,23.7,20.6,0,0,0
42631,울산,2022-06-26 6:00,9.6,232,23.5,20.6,0,0,0
42632,울산,2022-06-26 7:00,8.5,227,23.8,20.6,0,0,0
42633,울산,2022-06-26 8:00,7.8,231,23.2,20.7,0,0,0
42634,울산,2022-06-26 9:00,8.2,231,23.5,20.9,0,0,0
42635,울산,2022-06-26 10:00,10.1,232,24.4,21,0,0,0
42636,울산,2022-06-26 11:00,8.7,238,23.7,21,0,0,0
42637,울산,2022-06-26 12:00,7.7,234,23.7,21.1,0,0,0
42638,울산,2022-06-26 13:00,7.8,244,24.2,21.1,0,0,0
42639,울산,2022-06-26 14:00,8.5,233,24,21.1,0,0,0
42640,울산,2022-06-26 15:00,8.4,231,24.4,21.2,0,0,0
42641,울산,2022-06-26 16:00,9,241,24.3,21.2,0,0,0
42642,울산,2022-06-26 17:00,8.6,237,24.5,21.3,0,0,0
42643,울산,2022-06-26 18:00,8.5,242,24.1,21.3,0,0,0
42644,울산,2022-06-26 19:00,10.1,233,25.2,21.4,0,0,0
42645,울산,2022-06-26 20:00,9.6,231,24.8,21.3,0,0,0
42646,울산,2022-06-26 21:00,7.6,237,24.5,21.2,0,0,0
42647,울산,2022-06-26 22:00,6.8,233,24.2,21.3,0,0,0
42648,울산,2022-06-26 23:00,6.2,241,24.3,21.5,0,0,0
42649,울산,2022-06-27 0:00,7.7,241,24.7,21.7,0,0,0
42650,울산,2022-06-27 1:00,6.6,238,24,22,0,0,0
42651,울산,2022-06-27 2:00,6.5,217,24,22.1,0,0,0
42652,울산,2022-06-27 3:00,5.8,216,24.1,22.1,0,0,0
42653,울산,2022-06-27 4:00,7.1,208,24.2,22.1,0,0,0
42654,울산,2022-06-27 5:00,6.4,206,23.8,22.1,0,0,0
42655,울산,2022-06-27 6:00,11,207,25,22,0,0,0
42656,울산,2022-06-27 7:00,6.3,196,24.1,22,0,0,0
42657,울산,2022-06-27 8:00,8.1,256,24.2,22,3,0,3
42658,울산,2022-06-27 9:00,4.6,191,24.6,22.1,16,0,16
42659,울산,2022-06-27 10:00,7.5,193,24.6,22,2.5,0,2.5
42660,울산,2022-06-27 11:00,8.6,199,24.4,22.1,1.5,0,1.5
42661,울산,2022-06-27 12:00,8.6,206,25.1,22,0,0,0
42662,울산,2022-06-27 13:00,7.9,199,25,22.1,3.5,0,3.5
42663,울산,2022-06-27 14:00,6.9,198,24.3,22.2,8.5,0,8.5
42664,울산,2022-06-27 15:00,7.3,198,24.4,22.2,5,0,5
42665,울산,2022-06-27 16:00,6.8,202,24.9,22.2,1,0,1
42666,울산,2022-06-27 17:00,8,202,24.9,22.3,0.5,0,0.5
42667,울산,2022-06-27 18:00,8.1,199,25.1,22.3,1,0,1
42668,울산,2022-06-27 19:00,8.3,201,25,22.3,0,0,0
42669,울산,2022-06-27 20:00,9.2,209,24.8,22.2,0,0,0
42670,울산,2022-06-27 21:00,10.6,207,25.1,22.2,0,0,0
42671,울산,2022-06-27 22:00,11,206,24.6,22.2,0,0,0
42672,울산,2022-06-27 23:00,11.9,209,25.4,22.1,0,0,0
42673,울산,2022-06-28 0:00,10.9,207,24.5,22.1,0,0,0
42674,울산,2022-06-28 1:00,11.4,213,25.6,22,0,0,0
42675,울산,2022-06-28 2:00,9.5,213,24.6,22,0,0,0
42676,울산,2022-06-28 3:00,7.8,222,24.8,22,0.5,0,0.5
42677,울산,2022-06-28 4:00,6.7,215,24.7,22,0,0,0
42678,울산,2022-06-28 5:00,8.3,215,24.2,22.1,0,0,0
42679,울산,2022-06-28 6:00,7.6,211,24.2,22.1,0,0,0
42680,울산,2022-06-28 7:00,6.5,212,24.7,22.1,0,0,0
42681,울산,2022-06-28 8:00,7.7,209,24.7,22.1,0,0,0
42682,울산,2022-06-28 9:00,10.1,215,25.1,22.2,0,0,0
42683,울산,2022-06-28 10:00,9.4,212,25.1,22.1,0,0,0
42684,울산,2022-06-28 11:00,9.8,207,25.1,22.2,0,0,0
42685,울산,2022-06-28 12:00,10.1,210,24.8,22.1,0,0,0
42686,울산,2022-06-28 13:00,10.7,216,25.3,22,0,0,0
42687,울산,2022-06-28 14:00,10.3,210,25.3,22,0,0,0
42688,울산,2022-06-28 15:00,10.9,210,25.3,21.8,0,0,0
42689,울산,2022-06-28 16:00,10.2,208,24.9,21.8,0,0,0
42690,울산,2022-06-28 17:00,10.2,210,24.9,21.8,0,0,0
42691,울산,2022-06-28 18:00,10,216,25.5,21.8,0,0,0
42692,울산,2022-06-28 19:00,9.8,212,25.5,22,0,0,0
42693,울산,2022-06-28 20:00,10.5,211,25,22,0,0,0
42694,울산,2022-06-28 21:00,9.9,210,25.3,22.1,0,0,0
42695,울산,2022-06-28 22:00,11.1,205,25.3,22.2,0,0,0
42696,울산,2022-06-28 23:00,11.3,209,25.7,22.2,0,0,0
42697,울산,2022-06-29 0:00,11.7,210,25.4,22.5,0,0,0
42698,울산,2022-06-29 1:00,12.2,207,25.5,22.6,0,0,0
42699,울산,2022-06-29 2:00,12.3,208,25.7,22.4,0,0,0
42700,울산,2022-06-29 3:00,11.5,211,25.6,22.1,0,0,0
42701,울산,2022-06-29 4:00,9.8,208,25.1,22.1,0,0,0
42702,울산,2022-06-29 5:00,9.5,206,25,22.1,0,0,0
42703,울산,2022-06-29 6:00,9.3,207,24.9,22.1,0,0,0
42704,울산,2022-06-29 7:00,9,210,25.3,22.1,0,0,0
42705,울산,2022-06-29 8:00,9.6,213,25.5,22.1,0,0,0
42706,울산,2022-06-29 9:00,9.3,208,25.2,22.1,0,0,0
42707,울산,2022-06-29 10:00,10.1,208,24.7,22.5,0,0,0
42708,울산,2022-06-29 11:00,10.3,213,25.8,22.6,0,0,0
42709,울산,2022-06-29 12:00,9.9,211,25.4,22.3,0,0,0
42710,울산,2022-06-29 13:00,10.7,215,25.4,22.2,0,0,0
42711,울산,2022-06-29 14:00,9.3,209,25.1,22.2,0,0,0
42712,울산,2022-06-29 15:00,9.4,212,25.4,22.2,0,0,0
42713,울산,2022-06-29 16:00,9.1,212,25.5,22.3,0,0,0
42714,울산,2022-06-29 17:00,8.6,211,24.9,22.3,0,0,0
42715,울산,2022-06-29 18:00,8.8,218,25.3,22.3,0,0,0
42716,울산,2022-06-29 19:00,7.8,209,25.4,22.2,0,0,0
42717,울산,2022-06-29 20:00,8.2,207,25.1,22.3,0,0,0
42718,울산,2022-06-29 21:00,8.1,205,25.2,22.4,0,0,0
42719,울산,2022-06-29 22:00,7.2,212,25.1,22.4,0,0,0
42720,울산,2022-06-29 23:00,7,217,25,22.5,0,0,0
42721,울산,2022-06-30 0:00,7,209,24.8,22.6,0,0,0
42722,울산,2022-06-30 1:00,7.4,214,24.1,22.6,0,0,0
42723,울산,2022-06-30 2:00,8,222,24.9,22.6,0,0,0
42724,울산,2022-06-30 3:00,8.8,221,24.8,22.6,0,0,0
42725,울산,2022-06-30 4:00,9.3,221,25.4,22.7,0,0,0
42726,울산,2022-06-30 5:00,9.3,223,24.9,22.8,0,0,0
42727,울산,2022-06-30 6:00,7.6,212,24.8,22.8,0,0,0
42728,울산,2022-06-30 7:00,8.2,226,25.4,22.9,0,0,0
42729,울산,2022-06-30 8:00,7.5,217,24.8,23,0,0,0
42730,울산,2022-06-30 9:00,5.8,215,24.4,22.9,0,0,0
42731,울산,2022-06-30 10:00,6.5,219,24.9,22.9,0,0,0
42732,울산,2022-06-30 11:00,5.7,214,24,22.8,0,0,0
42733,울산,2022-06-30 12:00,5.2,222,24.9,22.6,0,0,0
42734,울산,2022-06-30 13:00,3.9,223,24.4,22.3,0,0,0
42735,울산,2022-06-30 14:00,6.3,225,25.1,22.3,0,0,0
42736,울산,2022-06-30 15:00,7.6,229,25.1,22.3,0,0,0
42737,울산,2022-06-30 16:00,7.3,231,24.8,22.3,0,0,0
42738,울산,2022-06-30 17:00,8.3,230,24.9,22.4,0,0,0
42739,울산,2022-06-30 18:00,6.9,232,24.8,22.4,0,0,0
42740,울산,2022-06-30 19:00,8,234,24.8,22.3,0,0,0
42741,울산,2022-06-30 20:00,6.5,231,23.4,22.4,0,0,0
42742,울산,2022-06-30 21:00,5.9,246,24.1,22.4,0,0,0
42743,울산,2022-06-30 22:00,5.8,246,23.4,22.5,0,0,0
42744,울산,2022-06-30 23:00,6.9,243,23.9,22.8,0,0,0
42745,울산,2022-07-01 0:00,6.8,244,23.2,22.8,0,0,0
42746,울산,2022-07-01 1:00,6.1,222,24.3,22.8,0,0,0
42747,울산,2022-07-01 2:00,6,232,23.7,22.7,0,0,0
42748,울산,2022-07-01 3:00,5.5,224,23.3,22.8,0,0,0
42749,울산,2022-07-01 4:00,5.9,224,23.9,22.8,0,0,0
42750,울산,2022-07-01 5:00,6,231,23.8,22.8,0,0,0
42751,울산,2022-07-01 6:00,5.2,222,23.5,22.8,0,0,0
42752,울산,2022-07-01 7:00,6,221,23.8,22.7,0,0,0
42753,울산,2022-07-01 8:00,4.6,214,24.4,22.7,0,0,0
42754,울산,2022-07-01 9:00,4.7,215,24.3,22.8,0,0,0
42755,울산,2022-07-01 10:00,3.6,199,24.9,22.8,0,0,0
42756,울산,2022-07-01 11:00,5.4,193,24.6,22.8,0,0,0
42757,울산,2022-07-01 12:00,5.8,194,24.8,22.9,0,0,0
42758,울산,2022-07-01 13:00,5.5,197,24.2,23,0,0,0
42759,울산,2022-07-01 14:00,3.3,205,24.6,23.1,0,0,0
42760,울산,2022-07-01 15:00,3.9,201,24.9,22.9,0,0,0
42761,울산,2022-07-01 16:00,4.1,203,25.6,22.8,0,0,0
42762,울산,2022-07-01 17:00,3.8,196,25.7,22.8,0,0,0
42763,울산,2022-07-01 18:00,3.5,201,26,22.9,0,0,0
42764,울산,2022-07-01 19:00,2.7,208,26.1,22.8,0,0,0
42765,울산,2022-07-01 20:00,1.9,203,25.4,22.7,0,0,0
42766,울산,2022-07-01 21:00,2.6,179,25,22.8,0,0,0
42767,울산,2022-07-01 22:00,2.9,183,25.7,22.8,0,0,0
42768,울산,2022-07-01 23:00,3.3,173,25.6,22.8,0,0,0
42769,울산,2022-07-02 0:00,3.4,177,25.5,22.8,0,0,0
42770,울산,2022-07-02 1:00,3.6,174,25.5,22.9,0,0,0
42771,울산,2022-07-02 2:00,2.8,166,25.6,23,0,0,0
42772,울산,2022-07-02 3:00,1.8,245,25.2,23.1,0,0,0
42773,울산,2022-07-02 4:00,0.9,252,25.1,23,0,0,0
42774,울산,2022-07-02 5:00,0.8,312,25,22.9,0,0,0
42775,울산,2022-07-02 6:00,0.7,57,25.2,22.8,0,0,0
42776,울산,2022-07-02 7:00,2,349,25.3,22.7,0,0,0
42777,울산,2022-07-02 8:00,1.8,67,25.7,22.7,0,0,0
42778,울산,2022-07-02 9:00,1.7,54,25.4,22.9,0,0,0
42779,울산,2022-07-02 10:00,2.9,42,25.7,23.4,0,0,0
42780,울산,2022-07-02 11:00,2.4,60,25.8,23.6,0,0,0
42781,울산,2022-07-02 12:00,3,42,25.5,23.7,0,0,0
42782,울산,2022-07-02 13:00,2.3,45,25.7,23.7,0,0,0
42783,울산,2022-07-02 14:00,3.2,3,26.4,23.7,0,0,0
42784,울산,2022-07-02 15:00,2.6,31,26.4,24,0,0,0
42785,울산,2022-07-02 16:00,2,60,26.3,24.1,0,0,0
42786,울산,2022-07-02 17:00,2.1,69,26.7,24.3,0,0,0
42787,울산,2022-07-02 18:00,2.7,78,26.7,24.2,0,0,0
42788,울산,2022-07-02 19:00,2.2,88,26.3,24.2,0,0,0
42789,울산,2022-07-02 20:00,3.2,85,25.7,24.1,0,0,0
42790,울산,2022-07-02 21:00,4,88,25.9,24.2,0,0,0
42791,울산,2022-07-02 22:00,2.8,120,25.8,24.3,0,0,0
42792,울산,2022-07-02 23:00,1.7,104,25.6,24.2,0,0,0
42793,울산,2022-07-03 0:00,0.2,248,24.8,24.3,0,0,0
42794,울산,2022-07-03 1:00,1.5,278,25.9,24.4,0,0,0
42795,울산,2022-07-03 2:00,2,297,26,24.1,0,0,0
42796,울산,2022-07-03 3:00,1.3,302,25.2,23.9,0,0,0
42797,울산,2022-07-03 4:00,1.2,29,25.7,23.6,0,0,0
42798,울산,2022-07-03 5:00,1.8,48,25.1,23.8,0,0,0
42799,울산,2022-07-03 6:00,1.9,104,25.4,23.5,0,0,0
42800,울산,2022-07-03 7:00,0.8,104,26,23.7,0,0,0
42801,울산,2022-07-03 8:00,0.7,66,26.5,24.1,0,0,0
42802,울산,2022-07-03 9:00,1.3,79,26.4,24.4,0,0,0
42803,울산,2022-07-03 10:00,1.4,99,26.4,24.7,0,0,0
42804,울산,2022-07-03 11:00,1.4,109,26.7,24.7,0,0,0
42805,울산,2022-07-03 12:00,2.6,153,26.5,24.9,0,0,0
42806,울산,2022-07-03 13:00,3.1,168,26.5,24.8,0,0,0
42807,울산,2022-07-03 14:00,3.8,181,26.4,25,0,0,0
42808,울산,2022-07-03 15:00,3.6,195,26.5,25.1,0,0,0
42809,울산,2022-07-03 16:00,4.7,197,26.9,24.9,0,0,0
42810,울산,2022-07-03 17:00,4.4,199,26.6,25.2,0,0,0
42811,울산,2022-07-03 18:00,5,189,27,25.3,0,0,0
42812,울산,2022-07-03 19:00,6.1,187,27.2,25.1,0,0,0
42813,울산,2022-07-03 20:00,6.2,187,27.4,24.8,0,0,0
42814,울산,2022-07-03 21:00,5.4,195,26.4,24.9,0,0,0
42815,울산,2022-07-03 22:00,5.5,196,26.3,24.8,0,0,0
42816,울산,2022-07-03 23:00,5.8,202,26.7,24.7,0,0,0
42817,울산,2022-07-04 0:00,6.1,185,26.1,24.4,0,0,0
42818,울산,2022-07-04 1:00,4.4,200,26.5,25.2,0,0,0
42819,울산,2022-07-04 2:00,2.8,234,25.6,25.1,0,0,0
42820,울산,2022-07-04 3:00,3.6,217,26.2,25,0,0,0
42821,울산,2022-07-04 4:00,1.8,244,25.9,24.8,0,0,0
42822,울산,2022-07-04 5:00,1.7,211,26,24.6,0,0,0
42823,울산,2022-07-04 6:00,0.2,277,26.1,24.4,0,0,0
42824,울산,2022-07-04 7:00,1.9,169,26.3,24.2,0,0,0
42825,울산,2022-07-04 8:00,2.2,181,26.3,24.4,0,0,0
42826,울산,2022-07-04 9:00,1.2,176,26.4,24.7,0,0,0
42827,울산,2022-07-04 10:00,3.5,177,26.3,25.1,0,0,0
42828,울산,2022-07-04 11:00,2.4,192,26.9,25.2,0,0,0
42829,울산,2022-07-04 12:00,2.8,192,26.7,25.6,0,0,0
42830,울산,2022-07-04 13:00,3.5,172,26.5,26,0,0,0
42831,울산,2022-07-04 14:00,4.6,167,27,25.5,0,0,0
42832,울산,2022-07-04 15:00,4.6,160,26.4,25.4,0,0,0
42833,울산,2022-07-04 16:00,4.5,151,26.8,25.4,0,0,0
42834,울산,2022-07-04 17:00,4.6,151,26.8,25.5,0,0,0
42835,울산,2022-07-04 18:00,3.8,149,26.9,25.2,0,0,0
42836,울산,2022-07-04 19:00,2.3,149,26.5,25.4,0,0,0
42837,울산,2022-07-04 20:00,2.1,116,26.3,25.3,0,0,0
42838,울산,2022-07-04 21:00,1.4,79,26.5,25.2,0,0,0
42839,울산,2022-07-04 22:00,0.8,78,26.4,25,0,0,0
42840,울산,2022-07-04 23:00,0.8,121,26.4,25.3,0,0,0
42841,울산,2022-07-05 0:00,1.1,81,26.4,25.2,0,0,0
42842,울산,2022-07-05 1:00,1.6,64,26.5,24.9,0,0,0
42843,울산,2022-07-05 2:00,1,16,26.4,24.8,0,0,0
42844,울산,2022-07-05 3:00,2,14,26.3,25,0,0,0
42845,울산,2022-07-05 4:00,2.3,33,26.4,24.8,0,0,0
42846,울산,2022-07-05 5:00,2.8,30,26.2,24.8,0,0,0
42847,울산,2022-07-05 6:00,3.7,45,26.1,24.8,0,0,0
42848,울산,2022-07-05 7:00,1.8,44,26.5,24.8,0,0,0
42849,울산,2022-07-05 8:00,2.6,51,26.2,25,0,0,0
42850,울산,2022-07-05 9:00,2.9,16,26.6,25.1,0,0,0
42851,울산,2022-07-05 10:00,2.9,360,26.3,25.1,0,0,0
42852,울산,2022-07-05 11:00,3.5,34,26.3,25.4,0,0,0
42853,울산,2022-07-05 12:00,3.4,16,26.6,25.4,0,0,0
42854,울산,2022-07-05 13:00,3.6,31,26.9,25.6,0,0,0
42855,울산,2022-07-05 14:00,4.4,8,26.7,25.7,0,0,0
42856,울산,2022-07-05 15:00,4.4,21,26.1,25.8,0,0,0
42857,울산,2022-07-05 16:00,4.5,18,26.3,25.7,0,0,0
42858,울산,2022-07-05 17:00,4,12,26.2,25.6,0,0,0
42859,울산,2022-07-05 18:00,3.1,58,26.9,25.7,0,0,0
42860,울산,2022-07-05 19:00,1.4,355,27.1,25.6,0,0,0
42861,울산,2022-07-05 20:00,1.7,21,26.3,25.5,0,0,0
42862,울산,2022-07-05 21:00,1.3,44,26.4,25.3,0,0,0
42863,울산,2022-07-05 22:00,1.3,356,25.8,25.3,0,0,0
42864,울산,2022-07-05 23:00,1.3,334,26.3,25.4,0,0,0
42865,울산,2022-07-06 0:00,1.7,343,25.8,25.4,0,0,0
42866,울산,2022-07-06 1:00,2.1,358,26.3,25.4,0,0,0
42867,울산,2022-07-06 2:00,1.5,342,25.6,25.2,0,0,0
42868,울산,2022-07-06 3:00,1.6,350,26.2,25.3,0,0,0
42869,울산,2022-07-06 4:00,1.4,345,26,25.4,0,0,0
42870,울산,2022-07-06 5:00,1,20,25.3,24.6,0,0,0
42871,울산,2022-07-06 6:00,1.4,48,25.9,25.5,0,0,0
42872,울산,2022-07-06 7:00,0.5,49,26.4,25.1,0,0,0
42873,울산,2022-07-06 8:00,0,121,25.9,25.1,0,0,0
42874,울산,2022-07-06 9:00,0.9,76,25.9,24.9,0,0,0
42875,울산,2022-07-06 10:00,1.2,67,26.5,25.1,0,0,0
42876,울산,2022-07-06 11:00,1.1,204,26,25.6,0,0,0
42877,울산,2022-07-06 12:00,0.8,161,26.8,26,0,0,0
42878,울산,2022-07-06 13:00,1.1,123,26.9,26.1,0,0,0
42879,울산,2022-07-06 14:00,1.7,180,26.9,25.6,0,0,0
42880,울산,2022-07-06 15:00,1.2,167,27.3,25.7,0,0,0
42881,울산,2022-07-06 16:00,1.8,111,27.3,25.6,0,0,0
42882,울산,2022-07-06 17:00,1.7,132,27.4,25.6,0,0,0
42883,울산,2022-07-06 18:00,2.2,143,27.4,25.6,0,0,0
42884,울산,2022-07-06 19:00,2.3,166,27.3,25.6,0,0,0
42885,울산,2022-07-06 20:00,2.7,179,27.5,25.5,0,0,0
42886,울산,2022-07-06 21:00,2,162,27.6,25.3,0,0,0
42887,울산,2022-07-06 22:00,2.8,195,27.3,25.4,0,0,0
42888,울산,2022-07-06 23:00,1.9,175,27.7,25.7,0,0,0
42889,울산,2022-07-07 0:00,2.5,167,27.5,25.6,0,0,0
42890,울산,2022-07-07 1:00,2.7,178,26.8,25.7,0,0,0
42891,울산,2022-07-07 2:00,2.9,183,27.5,25.7,0,0,0
42892,울산,2022-07-07 3:00,3.2,205,27.1,25.7,0,0,0
42893,울산,2022-07-07 4:00,3,195,27.6,25.7,0,0,0
42894,울산,2022-07-07 5:00,4,205,26.9,25.3,0,0,0
42895,울산,2022-07-07 6:00,3.7,189,27.1,25.3,0,0,0
42896,울산,2022-07-07 7:00,2.8,187,27,25.1,0,0,0
42897,울산,2022-07-07 8:00,2.8,190,27.1,24.7,0,0,0
42898,울산,2022-07-07 9:00,3,187,27,25.5,0,0,0
42899,울산,2022-07-07 10:00,4,177,27.1,25.6,0,0,0
42900,울산,2022-07-07 11:00,4.8,186,27.2,25.7,0,0,0
42901,울산,2022-07-07 12:00,4.6,197,27.4,25.8,0,0,0
42902,울산,2022-07-07 13:00,6.4,214,27.6,25.8,0,0,0
42903,울산,2022-07-07 14:00,6,213,27.7,26.3,0,0,0
42904,울산,2022-07-07 15:00,5.9,210,27.7,27.1,0,0,0
42905,울산,2022-07-07 16:00,4.7,208,27.7,26.5,0,0,0
42906,울산,2022-07-07 17:00,4.8,229,27.8,26.6,0,0,0
42907,울산,2022-07-07 18:00,4.9,225,27.7,26.2,0,0,0
42908,울산,2022-07-07 19:00,4.6,226,27.6,25.5,0,0,0
42909,울산,2022-07-07 20:00,4.6,226,27.7,26.1,0,0,0
42910,울산,2022-07-07 21:00,6.1,232,28.2,26.8,0,0,0
42911,울산,2022-07-07 22:00,7.2,222,27.6,26.8,0,0,0
42912,울산,2022-07-07 23:00,6,205,28.3,26.6,0,0,0
42913,울산,2022-07-08 0:00,6.8,223,27.6,26.5,0,0,0
42914,울산,2022-07-08 1:00,7.9,215,28.2,26.7,0,0,0
